Date,Now,Open,High,Low,Volueme,Rate
2019-05-30,65.900,66.300,66.900,65.800,301,-0.30
2019-05-29,66.100,65.600,66.700,64.900,591,0.30
2019-05-28,65.900,67.200,68.300,65.900,1115,-1.49
2019-05-27,66.900,67.900,68.200,66.400,220,-1.04
2019-05-24,67.600,67.300,68.600,67.000,330,-0.59
2019-05-23,68.000,68.400,69.100,67.300,310,-1.31
2019-05-22,68.900,71.300,71.300,68.500,307,-1.99
2019-05-21,70.300,70.500,72.200,69.700,388,-0.85
2019-05-20,70.900,71.800,72.800,70.700,197,-0.98
2019-05-17,71.600,72.500,73.300,71.400,241,-0.42
2019-05-16,71.900,74.400,75.100,71.600,346,-3.49
2019-05-15,74.500,74.800,75.100,73.900,205,-0.13
2019-05-14,74.600,72.200,75.100,71.600,369,1.50
2019-05-13,73.500,73.900,75.000,72.800,273,-1.21
2019-05-10,74.400,76.100,76.700,73.400,535,-2.11
2019-05-09,76.000,79.600,79.700,75.200,551,-5.35
2019-05-08,80.300,78.700,80.500,78.000,273,0.50
2019-05-07,79.900,79.200,80.400,78.700,265,-0.62
2019-05-03,80.400,81.100,81.300,80.300,235,-0.37
2019-05-02,80.700,79.700,81.200,79.100,309,2.15
2019-04-30,79.000,79.400,80.700,78.100,295,-1.25
2019-04-29,80.000,78.700,80.100,78.200,294,1.78
2019-04-26,78.600,78.500,79.900,77.600,471,-2.00
2019-04-25,80.200,78.400,81.500,78.100,536,2.17
2019-04-24,78.500,81.500,81.500,77.500,410,-3.09
2019-04-23,81.000,81.000,81.800,80.400,178,0.62
2019-04-22,80.500,81.500,81.800,79.900,189,-1.59
2019-04-19,81.800,80.500,82.400,80.100,304,3.28
2019-04-18,79.200,80.800,81.200,78.500,308,-1.25
2019-04-17,80.200,81.000,82.300,80.000,285,-0.25
2019-04-16,80.400,79.900,80.800,79.100,220,0.88
2019-04-15,79.700,79.000,79.900,78.600,202,2.05
2019-04-12,78.100,77.400,78.800,77.400,197,-0.38
2019-04-11,78.400,79.200,79.500,78.000,215,-0.25
2019-04-10,78.600,76.700,78.800,76.200,246,1.03
2019-04-09,77.800,77.700,78.700,77.400,232,-0.13
2019-04-08,77.900,78.900,79.200,77.600,265,-1.39
2019-04-05,79.000,78.200,79.300,77.900,206,0.77
2019-04-04,78.400,80.400,81.400,77.800,530,-1.88
2019-04-03,79.900,76.800,79.900,76.500,466,4.58
2019-04-02,76.400,77.900,78.000,76.100,262,-0.26
2019-04-01,76.600,75.600,77.100,75.500,357,3.23
2019-03-29,74.200,72.900,74.900,72.700,321,2.63
2019-03-28,72.300,72.300,73.600,71.700,277,-1.50
2019-03-27,73.400,71.800,74.100,71.200,274,0.96
2019-03-26,72.700,72.900,73.300,71.500,297,-0.27
2019-03-25,72.900,73.700,74.200,72.600,374,-4.20
2019-03-22,76.100,78.900,78.900,75.900,528,0.26
2019-03-21,75.900,73.500,76.000,72.600,1000,7.66
2019-03-20,70.500,68.400,70.600,67.600,359,3.68
2019-03-19,68.000,67.300,68.000,66.600,224,0.29
2019-03-18,67.800,69.200,69.300,67.300,215,-0.44
2019-03-15,68.100,67.400,68.700,66.700,346,1.19
2019-03-14,67.300,67.400,67.400,66.400,310,0.75
2019-03-13,66.800,67.700,67.800,65.900,285,-1.33
2019-03-12,67.700,67.700,68.600,67.500,275,1.65
2019-03-11,66.600,67.000,67.800,66.200,286,-0.15
2019-03-08,66.700,67.900,68.200,66.200,355,-2.06
2019-03-07,68.100,67.200,68.900,67.100,339,0.00
2019-03-06,68.100,68.500,69.600,67.400,489,-2.30
2019-03-05,69.700,68.300,70.000,68.300,346,-0.57
2019-03-04,70.100,70.300,71.400,69.900,490,0.14
2019-02-28,70.000,72.500,72.600,69.900,779,-5.02
2019-02-27,73.700,75.300,75.700,73.700,286,-1.99
2019-02-26,75.200,75.000,75.900,74.100,248,-0.27
2019-02-25,75.400,77.300,77.600,74.800,286,-1.69
2019-02-22,76.700,75.600,76.700,75.300,188,0.00
2019-02-21,76.700,75.300,77.200,74.600,287,1.32
2019-02-20,75.700,73.700,76.000,73.600,313,2.71
2019-02-19,73.700,74.500,74.800,73.000,146,-1.34
2019-02-18,74.700,74.300,75.300,74.000,177,1.22
2019-02-15,73.800,76.800,76.900,73.800,399,-4.65
2019-02-14,77.400,75.800,77.400,75.100,231,1.57
2019-02-13,76.200,77.300,77.600,76.100,236,0.40
2019-02-12,75.900,74.100,76.400,73.900,350,2.43
2019-02-11,74.100,73.000,74.100,72.200,337,0.82
2019-02-08,73.500,75.200,75.500,73.000,400,-4.17
2019-02-07,76.700,77.500,78.200,76.600,413,1.05
2019-02-01,75.900,75.400,76.400,74.700,334,2.71
2019-01-31,73.900,76.900,77.100,73.700,436,-2.64
2019-01-30,75.900,73.500,76.300,73.000,529,3.41
2019-01-29,73.400,71.400,73.800,71.000,337,2.23
2019-01-28,71.800,74.700,74.900,71.200,489,-3.75
2019-01-25,74.600,71.600,74.800,71.100,704,5.82
2019-01-24,70.500,66.900,70.500,66.900,689,5.54
2019-01-23,66.800,65.500,67.200,64.800,282,0.30
2019-01-22,66.600,67.900,68.000,65.700,400,-0.60
2019-01-21,67.000,65.900,67.400,65.000,377,3.72
2019-01-18,64.600,65.000,65.700,63.900,205,-0.46
2019-01-17,64.900,65.500,66.200,64.600,247,0.15
2019-01-16,64.800,63.800,64.900,62.700,247,1.25
2019-01-15,64.000,62.200,64.000,62.200,241,3.06
2019-01-14,62.100,64.300,65.100,62.000,328,-4.61
2019-01-11,65.100,65.400,65.900,64.200,278,-0.31
2019-01-10,65.300,64.100,65.600,64.000,532,2.67
2019-01-09,63.600,59.600,63.800,59.400,492,7.43
2019-01-08,59.200,57.900,60.500,57.600,306,0.85
2019-01-07,58.700,59.000,59.700,58.400,217,0.69
2019-01-04,58.300,57.500,58.500,56.700,337,1.04
2019-01-03,57.700,60.200,60.300,57.500,332,-4.79
2019-01-02,60.600,61.300,61.400,60.000,192,0.17
2018-12-28,60.500,61.700,62.300,60.500,161,-1.79
2018-12-27,61.600,61.600,61.900,60.600,304,2.50
2018-12-26,60.100,59.400,60.800,59.300,244,-0.50
2018-12-24,60.400,59.600,60.700,59.200,205,0.67
2018-12-21,60.000,58.200,60.500,58.200,393,2.39
2018-12-20,58.600,59.300,59.400,58.100,452,-2.82
2018-12-19,60.300,60.800,61.000,59.700,354,-1.31
2018-12-18,61.100,61.000,61.900,60.800,309,-1.77
2018-12-17,62.200,61.600,62.500,61.000,250,0.65
2018-12-14,61.800,65.200,65.300,61.200,547,-5.65
2018-12-13,65.500,66.300,66.400,64.800,403,-1.06
2018-12-12,66.200,65.000,66.200,64.900,256,2.00
2018-12-11,64.900,66.000,66.600,64.800,240,-0.92
2018-12-10,65.500,65.900,65.900,64.700,220,-1.95
2018-12-07,66.800,66.700,67.400,66.600,253,1.21
2018-12-06,66.000,67.800,68.200,65.700,373,-3.23
2018-12-05,68.200,67.200,68.800,67.200,284,-1.16
2018-12-04,69.000,69.900,70.400,68.400,321,-2.13
2018-12-03,70.500,71.000,71.100,69.800,269,1.29
2018-11-30,69.600,71.500,71.600,68.800,416,-2.66
2018-11-29,71.500,73.700,73.700,71.200,326,-0.56
2018-11-28,71.900,71.000,72.000,70.700,243,1.55
2018-11-27,70.800,71.100,71.200,69.700,229,-0.14
2018-11-26,70.900,69.200,71.300,69.000,235,2.16
2018-11-23,69.300,69.500,69.700,68.400,149,0.00
2018-11-22,69.300,68.100,69.700,68.000,196,1.76
2018-11-21,68.100,66.900,68.300,66.100,309,0.89
2018-11-20,67.500,67.000,68.200,67.000,324,-3.30
2018-11-19,69.800,69.600,70.500,68.900,230,0.00
2018-11-16,70.100,72.600,72.900,70.000,288,-2.37
2018-11-15,71.800,70.800,71.800,70.400,156,1.99
2018-11-14,70.400,71.400,72.100,70.200,277,-2.09
2018-11-13,71.900,72.300,72.500,69.900,460,-3.49
2018-11-12,74.500,72.200,74.500,71.800,333,3.33
2018-11-09,72.900,72.400,73.600,71.900,336,0.00
2018-11-08,72.900,72.900,73.300,72.600,393,2.97
2018-11-07,70.800,70.400,72.300,70.100,376,1.00
2018-11-06,70.100,70.500,70.600,69.100,262,-0.57
2018-11-05,70.500,72.000,72.100,70.100,338,-2.89
2018-11-02,72.600,70.600,72.800,69.100,532,6.30
2018-11-01,68.300,68.900,69.600,67.800,313,0.15
2018-10-31,68.200,69.300,70.400,67.600,503,0.00
2018-10-30,68.200,66.000,70.900,65.900,609,2.10
2018-10-29,66.800,66.600,67.800,64.800,424,-0.30
2018-10-26,67.000,65.100,67.100,62.900,602,3.55
2018-10-25,64.700,64.700,66.000,63.200,571,-3.00
2018-10-24,66.700,69.400,69.600,65.800,569,-3.47
2018-10-23,69.100,69.600,70.000,68.600,302,-1.29
2018-10-22,70.000,69.600,70.900,69.600,235,0.43
2018-10-19,70.800,68.100,70.900,67.800,268,3.06
2018-10-18,68.700,69.600,69.900,68.700,264,-2.41
2018-10-17,70.400,71.400,71.700,70.300,265,1.00
2018-10-16,69.700,70.300,71.000,69.600,220,-0.85
2018-10-15,70.300,71.600,71.700,69.900,370,-2.90
2018-10-12,72.400,69.200,73.200,69.200,480,4.93
2018-10-11,69.000,67.600,70.200,67.500,485,-1.85
2018-10-10,70.300,70.300,71.100,69.800,362,-1.26
2018-10-08,71.200,69.500,71.800,69.400,269,1.28
2018-10-05,70.300,69.700,71.100,69.400,378,0.43
2018-10-04,70.000,71.700,72.200,69.800,568,-2.37
2018-10-02,71.700,73.600,74.000,71.600,397,-2.71
2018-10-01,73.700,74.300,74.600,73.200,296,0.82
2018-09-28,73.100,75.300,75.900,73.100,554,-2.53
2018-09-27,75.000,75.900,75.900,74.700,583,-2.22
2018-09-21,76.700,77.100,77.500,76.300,566,-3.03
2018-09-20,79.100,78.600,79.900,78.000,339,0.38
2018-09-19,78.800,79.400,79.700,78.400,281,1.03
2018-09-18,78.000,76.600,78.300,76.100,245,1.04
2018-09-17,77.200,78.000,78.200,76.700,212,-0.64
2018-09-14,77.700,76.100,77.800,76.000,393,4.30
2018-09-13,74.500,74.300,75.200,73.900,502,-0.80
2018-09-12,75.100,76.200,76.200,74.700,429,-1.96
2018-09-11,76.600,76.400,77.800,76.300,319,0.13
2018-09-10,76.500,75.900,77.100,75.500,404,0.79
2018-09-07,75.900,74.500,76.200,74.100,837,-3.68
2018-09-06,78.800,78.300,78.900,77.400,451,-1.50
2018-09-05,80.000,80.600,81.000,79.900,259,-1.48
2018-09-04,81.200,80.600,81.600,80.200,190,0.74
2018-09-03,80.600,82.200,82.800,80.500,261,-2.89
2018-08-31,83.000,81.800,83.000,81.800,230,0.36
2018-08-30,82.700,82.200,83.500,81.500,221,-0.12
2018-08-29,82.800,82.500,83.300,81.600,205,0.49
2018-08-28,82.400,84.100,84.300,81.900,431,-1.32
2018-08-27,83.500,82.100,83.800,81.600,307,2.08
2018-08-24,81.800,80.400,82.200,79.600,361,0.86
2018-08-23,81.100,80.300,81.300,79.300,327,1.63
2018-08-22,79.800,79.300,80.900,78.200,529,1.79
2018-08-21,78.400,74.800,78.700,74.400,558,4.95
2018-08-20,74.700,74.700,75.400,74.400,200,0.27
2018-08-17,74.500,74.400,75.500,74.100,264,-0.27
2018-08-16,74.700,73.500,75.400,72.500,555,-1.58
2018-08-14,75.900,75.900,76.600,75.500,318,0.66
2018-08-13,75.400,74.300,75.700,74.100,363,0.40
2018-08-10,75.100,77.200,77.600,74.600,677,-3.72
2018-08-09,78.000,80.100,80.300,77.500,553,-2.26
2018-08-08,79.800,81.500,81.600,79.400,280,-1.12
2018-08-07,80.700,80.100,80.800,79.700,328,1.64
2018-08-06,79.400,82.200,82.300,79.300,588,-4.68
2018-08-03,83.300,84.000,84.100,83.100,192,0.12
2018-08-02,83.200,85.000,85.600,82.900,336,-2.80
2018-08-01,85.600,85.900,86.400,85.100,226,-0.81
2018-07-31,86.300,85.200,86.300,84.500,279,0.47
2018-07-30,85.900,86.200,86.400,85.100,230,-0.23
2018-07-27,86.100,83.700,86.400,83.100,486,3.61
2018-07-26,83.100,81.300,83.800,78.600,621,3.23
2018-07-25,80.500,83.400,84.000,80.200,409,-3.71
2018-07-24,83.600,82.500,83.800,81.700,402,2.33
2018-07-23,81.700,86.300,86.400,81.200,706,-7.05
2018-07-20,87.900,89.700,90.000,87.200,372,-2.66
2018-07-19,90.300,90.400,91.200,90.300,234,1.12
2018-07-18,89.300,89.700,91.000,89.100,190,0.79
2018-07-17,88.600,90.100,90.200,88.500,156,-0.78
2018-07-16,89.300,88.700,89.300,87.800,189,0.56
2018-07-13,88.800,86.500,90.100,86.500,450,3.74
2018-07-12,85.600,86.800,87.000,85.400,302,-1.38
2018-07-11,86.800,86.500,87.600,85.900,204,-0.57
2018-07-10,87.300,88.400,88.600,86.700,188,-0.34
2018-07-09,87.600,85.300,87.600,85.300,212,2.70
2018-07-06,85.300,86.200,86.200,83.600,340,-1.04
2018-07-05,86.200,85.000,87.300,85.000,205,1.41
2018-07-04,85.000,87.800,87.800,84.400,274,-1.28
2018-07-03,86.100,85.000,86.500,84.500,281,2.87
2018-07-02,83.700,85.000,86.000,83.400,203,-2.33
2018-06-29,85.700,83.500,85.700,83.400,274,2.63
2018-06-28,83.500,83.000,84.000,82.500,382,-2.00
2018-06-27,85.200,85.700,86.400,85.200,374,1.07
2018-06-26,84.300,82.500,84.800,82.400,538,-0.59
2018-06-25,84.800,88.800,88.800,84.600,440,-5.25
2018-06-22,89.500,87.300,89.500,86.700,257,1.13
2018-06-21,88.500,88.900,89.300,87.500,323,0.80
2018-06-20,87.800,85.800,88.100,85.000,417,4.40
2018-06-19,84.100,84.100,86.100,83.700,381,0.12
2018-06-18,84.000,86.800,86.900,82.300,471,-3.45
2018-06-15,87.000,87.400,87.800,86.100,294,0.81
2018-06-14,86.300,88.300,88.300,86.300,428,-2.38
2018-06-12,88.400,89.900,90.100,88.200,187,-0.90
2018-06-11,89.200,88.800,90.200,88.100,248,0.90
2018-06-08,88.400,91.000,91.000,87.600,456,-2.75
2018-06-07,90.900,92.700,92.700,90.600,274,-0.11
2018-06-05,91.000,89.800,91.300,89.800,266,1.34
2018-06-04,89.800,91.000,92.400,89.700,307,-1.75
2018-06-01,91.400,90.800,92.200,89.600,478,-2.14
2018-05-31,93.400,94.500,94.700,92.800,589,-1.68
2018-05-30,95.000,94.800,95.700,92.800,379,0.21
2018-05-29,94.800,94.600,96.100,93.500,268,0.32
2018-05-28,94.500,94.600,95.600,93.700,248,-0.74
2018-05-25,95.200,94.300,97.700,93.900,414,0.63
2018-05-24,94.600,95.300,95.900,94.600,321,-0.73
2018-05-23,95.300,91.900,95.500,91.500,1030,6.96
2018-05-21,89.100,88.400,89.400,87.400,326,1.37
2018-05-18,87.900,87.200,88.000,85.400,218,1.38
2018-05-17,86.700,88.400,88.700,86.000,286,-0.34
2018-05-16,87.000,85.000,87.000,84.800,303,2.84
2018-05-15,84.600,86.000,86.000,83.900,221,-0.94
2018-05-14,85.400,86.100,86.300,84.500,195,-0.81
2018-05-11,86.100,86.600,86.800,85.400,210,0.35
2018-05-10,85.800,85.400,85.800,84.500,327,2.88
2018-05-09,83.400,84.300,84.700,83.100,228,-0.12
2018-05-08,83.500,84.500,85.300,83.200,297,0.60
2018-05-04,83.000,83.500,84.100,82.600,255,0.12
2018-05-03,82.900,83.200,83.900,82.800,214,-0.24
2018-05-02,83.100,85.900,86.000,82.900,481,-1.66
2018-04-30,84.500,85.400,85.700,84.000,441,-2.99
2018-04-27,87.100,88.500,88.800,86.800,462,0.69
2018-04-26,86.500,83.800,87.100,83.300,750,4.98
2018-04-25,82.400,81.600,83.000,80.900,382,0.37
2018-04-24,82.100,83.300,83.400,80.400,679,-2.73
2018-04-23,84.400,83.400,85.300,83.300,293,0.00
2018-04-20,84.400,85.900,86.300,84.000,457,-3.98
2018-04-19,87.900,85.800,88.200,85.300,588,3.90
2018-04-18,84.600,84.100,85.400,83.700,337,2.17
2018-04-17,82.800,83.900,84.000,82.300,249,-1.43
2018-04-16,84.000,84.200,84.700,83.400,147,-0.24
2018-04-13,84.200,85.000,85.900,83.900,302,0.24
2018-04-12,84.000,81.900,85.100,81.500,570,3.45
2018-04-11,81.200,82.400,82.400,81.000,301,1.00
2018-04-10,80.400,80.000,80.800,79.200,288,-0.25
2018-04-09,80.600,80.000,81.200,79.300,321,0.37
2018-04-06,80.300,80.000,80.600,79.300,550,-3.14
2018-04-05,82.900,82.200,83.200,81.200,324,3.11
2018-04-04,80.400,82.500,83.000,80.000,288,-1.71
2018-04-03,81.800,80.300,81.800,78.700,355,0.62
2018-04-02,81.300,81.700,82.800,81.100,233,0.00
2018-03-30,81.300,81.200,83.300,81.100,366,1.25
2018-03-29,80.300,80.800,81.300,79.600,358,0.00
2018-03-28,80.300,79.900,82.200,79.600,479,-1.35
2018-03-27,81.400,84.700,84.800,80.100,715,-3.10
2018-03-26,84.000,82.300,84.000,81.000,610,1.08
2018-03-23,83.100,85.100,86.400,82.800,726,-6.21
2018-03-22,88.600,88.800,89.300,88.000,268,0.23
2018-03-21,88.400,89.600,90.300,88.000,293,-1.34
2018-03-20,89.600,88.900,89.700,88.000,308,-0.33
2018-03-19,89.900,90.200,91.500,89.500,372,0.11
2018-03-16,89.800,88.500,89.900,87.200,500,0.22
2018-03-15,89.600,90.300,90.500,88.600,409,-1.21
2018-03-14,90.700,89.300,90.900,89.200,567,0.78
2018-03-13,90.000,88.000,90.000,87.600,860,6.01
2018-03-12,84.900,84.900,85.600,84.300,274,1.92
2018-03-09,83.300,84.400,85.900,83.100,513,-0.24
2018-03-08,83.500,83.900,84.300,81.800,443,0.97
2018-03-07,82.700,83.600,83.900,82.400,495,0.36
2018-03-06,82.400,80.100,82.500,80.000,757,5.24
2018-03-05,78.300,77.500,78.900,77.100,341,1.16
2018-03-02,77.400,76.300,77.800,75.900,267,0.78
2018-02-28,76.800,78.600,79.200,76.600,308,-2.41
2018-02-27,78.700,78.700,79.200,78.400,339,1.55
2018-02-26,77.500,78.300,78.500,77.200,232,0.26
2018-02-23,77.300,76.100,77.600,76.000,238,1.84
2018-02-22,75.900,76.100,77.400,75.700,187,-1.30
2018-02-21,76.900,75.800,77.200,75.800,264,1.85
2018-02-20,75.500,76.400,76.500,75.200,250,-1.31
2018-02-19,76.500,78.900,79.000,76.100,334,-1.42
2018-02-14,77.600,78.400,79.500,77.000,393,-0.13
2018-02-13,77.700,75.900,77.800,75.800,780,4.30
2018-02-12,74.500,73.700,74.700,73.400,322,1.50
2018-02-09,73.400,72.100,74.200,72.000,479,-0.68
2018-02-08,73.900,71.900,74.200,71.600,557,3.94
2018-02-07,71.100,73.700,73.800,70.800,588,1.28
2018-02-06,70.200,69.100,71.300,68.200,566,0.00
2018-02-05,70.200,70.200,70.900,69.800,402,-2.77
2018-02-02,72.200,74.500,74.600,71.800,433,-2.96
2018-02-01,74.400,74.900,75.200,74.000,298,1.22
2018-01-31,73.500,72.200,74.500,72.200,578,0.55
2018-01-30,73.100,74.300,74.600,73.100,540,-2.92
2018-01-29,75.300,76.500,77.000,75.000,360,-0.26
2018-01-26,75.500,76.400,76.400,74.200,429,-0.40
2018-01-25,75.800,73.400,76.200,72.300,859,4.70
2018-01-24,72.400,71.600,73.200,71.500,379,1.54
2018-01-23,71.300,71.800,72.200,70.900,463,0.28
2018-01-22,71.100,72.800,72.800,70.700,547,-3.00
2018-01-19,73.300,75.300,75.800,73.000,389,-2.53
2018-01-18,75.200,75.800,76.800,74.600,618,1.48
2018-01-17,74.100,74.400,75.000,73.700,323,-0.40
2018-01-16,74.400,72.700,74.700,72.700,436,2.34
2018-01-15,72.700,73.700,74.100,72.500,351,-2.28
2018-01-12,74.400,73.300,74.500,72.000,563,2.48
2018-01-11,72.600,73.200,73.800,72.000,374,-0.41
2018-01-10,72.900,76.700,76.700,72.500,908,-5.20
2018-01-09,76.900,78.300,78.900,76.300,331,-1.66
2018-01-08,78.200,79.500,80.000,77.400,294,-1.39
2018-01-05,79.300,78.400,79.400,78.300,338,2.85
2018-01-04,77.100,78.700,79.700,77.100,371,-0.77
2018-01-03,77.700,78.100,78.800,77.300,307,1.44
2018-01-02,76.600,77.300,77.300,76.200,200,0.13
2017-12-28,76.500,75.400,76.700,75.200,280,1.86
2017-12-27,75.100,75.400,76.400,74.400,428,1.49
2017-12-26,74.000,76.600,76.900,74.000,622,-3.52
2017-12-22,76.700,76.400,77.400,76.300,335,-0.39
2017-12-21,77.000,80.200,80.600,76.900,482,-3.87
2017-12-20,80.100,80.900,81.600,79.900,437,-0.12
2017-12-19,80.200,78.400,80.800,78.200,677,3.89
2017-12-18,77.200,76.200,77.300,75.900,315,1.98
2017-12-15,75.700,77.100,77.400,75.600,331,-0.39
2017-12-14,76.000,77.200,77.600,76.000,549,-1.04
2017-12-13,76.800,77.400,77.500,76.200,346,-1.29
2017-12-12,77.800,79.000,79.000,77.100,319,-1.14
2017-12-11,78.700,79.000,79.500,78.000,247,0.00
2017-12-10,78.700,78.700,78.700,78.700,1288,0.00
2017-12-08,78.700,77.500,78.900,76.900,364,3.55
2017-12-07,76.000,78.300,78.300,75.600,513,-1.94
2017-12-06,77.500,78.700,79.500,77.200,392,-0.51
2017-12-05,77.900,77.600,79.300,77.100,371,-1.52
2017-12-04,79.100,77.600,79.200,76.800,409,2.20
2017-12-03,77.400,77.400,77.400,77.400,3499,0.00
2017-12-01,77.400,77.200,78.800,77.100,420,0.78
2017-11-30,76.800,77.000,79.600,76.800,1074,-6.80
2017-11-29,82.400,82.900,83.000,82.100,240,-0.24
2017-11-28,82.600,82.900,83.600,81.200,407,-0.60
2017-11-27,83.100,86.000,86.700,82.000,691,-2.35
2017-11-26,85.100,85.100,85.100,85.100,076,0.00
2017-11-24,85.100,84.500,85.400,83.900,206,0.47
2017-11-23,84.700,86.200,86.300,84.500,282,-2.42
2017-11-22,86.800,86.500,87.700,86.100,457,2.12
2017-11-21,85.000,83.200,85.000,82.800,551,3.53
2017-11-20,82.100,83.300,83.300,81.800,298,-1.08
2017-11-19,83.000,83.000,83.000,83.000,473,0.00
2017-11-17,83.000,83.300,84.800,83.000,425,0.61
2017-11-16,82.500,82.300,82.800,81.200,305,0.61
2017-11-15,82.000,83.800,84.200,81.900,319,-1.68
2017-11-14,83.400,83.000,84.500,82.900,339,1.34
2017-11-13,82.300,82.000,83.100,81.800,294,0.37
2017-11-12,82.000,82.000,82.000,82.000,031,0.00
2017-11-10,82.000,81.300,82.800,81.000,235,-0.49
2017-11-09,82.400,83.200,83.500,81.600,374,-0.96
2017-11-08,83.200,82.100,84.400,81.800,339,0.97
2017-11-07,82.400,82.800,83.300,82.200,298,-1.32
2017-11-06,83.500,83.600,84.100,83.000,312,-1.07
2017-11-05,84.400,84.400,84.400,84.400,866,0.00
2017-11-03,84.400,83.400,84.500,81.900,402,1.20
2017-11-02,83.400,85.000,85.100,83.200,445,-2.23
2017-11-01,85.300,86.000,86.000,84.000,698,3.77
2017-10-31,82.200,80.000,82.700,79.200,660,3.01
2017-10-30,79.800,79.600,81.300,79.100,587,1.79
2017-10-29,78.400,78.400,78.400,78.400,034,0.00
2017-10-27,78.400,78.100,78.700,76.500,887,-0.38
2017-10-26,78.700,80.000,82.000,78.500,750,-3.67
2017-10-25,81.700,82.100,82.600,80.300,389,-0.12
2017-10-24,81.800,84.000,84.200,81.600,519,-3.42
2017-10-23,84.700,82.600,84.700,82.100,537,4.31
2017-10-22,81.200,81.200,81.200,81.200,042,0.00
2017-10-20,81.200,79.800,82.400,79.600,685,2.78
2017-10-19,79.000,79.900,81.800,79.000,762,-2.35
2017-10-18,80.900,83.200,83.300,80.000,900,-3.11
2017-10-17,83.500,85.700,86.600,83.500,675,-0.83
2017-10-16,84.200,86.100,87.100,82.800,697,-2.21
2017-10-15,86.100,86.100,86.100,86.100,382,0.00
2017-10-13,86.100,88.500,88.500,85.600,607,-2.71
2017-10-12,88.500,89.200,89.900,88.100,430,-0.67
2017-10-11,89.100,89.900,90.300,88.100,547,0.45
2017-10-10,88.700,86.300,90.000,85.300,794,7.00
2017-10-09,82.900,82.900,82.900,82.900,035,0.00
2017-09-29,82.900,83.300,84.300,82.200,355,-0.36
2017-09-28,83.200,84.500,85.500,82.500,480,0.97
2017-09-27,82.400,83.100,83.800,81.400,488,0.37
2017-09-26,82.100,84.100,85.100,81.000,1095,-4.87
2017-09-25,86.300,83.600,86.300,83.600,462,3.85
2017-09-24,83.100,83.100,83.100,83.100,1060,0.00
2017-09-22,83.100,82.900,84.300,82.000,569,0.00
2017-09-21,83.100,81.100,83.400,80.400,650,2.97
2017-09-20,80.700,79.300,81.200,78.400,525,1.89
2017-09-19,79.200,80.100,80.500,78.500,392,-0.63
2017-09-18,79.700,78.200,80.000,77.700,355,3.24
2017-09-17,77.200,77.200,77.200,77.200,049,0.00
2017-09-15,77.200,76.100,77.500,76.000,271,0.52
2017-09-14,76.800,76.300,76.800,75.700,336,1.45
2017-09-13,75.700,75.000,77.400,74.300,558,1.34
2017-09-12,74.700,74.800,74.900,73.500,345,1.22
2017-09-11,73.800,73.600,74.200,73.200,331,1.65
2017-09-10,72.600,72.600,72.600,72.600,069,0.00
2017-09-08,72.600,72.000,72.800,71.500,285,1.68
2017-09-07,71.400,71.600,72.800,71.200,385,-0.42
2017-09-06,71.700,69.900,71.900,69.700,443,2.58
2017-09-05,69.900,68.600,70.100,67.900,402,2.64
2017-09-04,68.100,66.600,68.600,66.600,318,-0.87
2017-09-03,68.700,68.700,68.700,68.700,006,0.00
2017-09-01,68.700,69.000,69.200,67.700,229,0.15
2017-08-31,68.600,68.900,69.300,68.200,205,0.15
2017-08-30,68.500,68.300,68.900,68.100,210,1.33
2017-08-29,67.600,67.300,67.900,66.400,295,-0.44
2017-08-28,67.900,68.000,68.100,67.100,184,-0.73
2017-08-27,68.400,68.400,68.400,68.400,209,0.00
2017-08-25,68.400,68.300,68.400,67.600,185,0.44
2017-08-24,68.100,68.200,68.700,67.500,232,0.15
2017-08-23,68.000,69.000,69.000,67.600,307,-0.29
2017-08-22,68.200,67.400,68.200,67.200,219,1.49
2017-08-21,67.200,67.300,67.800,66.600,256,0.30
2017-08-20,67.000,67.000,67.000,67.000,351,0.00
2017-08-18,67.000,64.900,67.300,64.800,312,0.90
2017-08-17,66.400,66.800,67.300,66.100,369,0.45
2017-08-16,66.100,67.200,67.300,65.800,471,1.54
2017-08-15,65.100,65.100,65.100,65.100,063,0.00
2017-08-14,65.100,63.000,65.100,62.300,520,6.03
2017-08-13,61.400,61.400,61.400,61.400,059,0.00
2017-08-11,61.400,62.000,63.000,61.400,663,-4.66
2017-08-10,64.400,63.700,64.600,63.200,440,0.31
2017-08-09,64.200,65.400,65.400,64.000,400,-3.17
2017-08-08,66.300,64.900,66.400,64.800,432,3.43
2017-08-07,64.100,64.000,65.000,63.700,348,0.16
2017-08-06,64.000,64.000,64.000,64.000,207,0.00
2017-08-04,64.000,65.100,66.100,63.200,592,-2.29
2017-08-03,65.500,67.900,67.900,65.200,498,-3.68
2017-08-02,68.000,67.900,68.200,66.600,415,3.82
2017-08-01,65.500,65.300,66.500,64.700,372,-0.76
2017-07-31,66.000,63.700,66.000,63.700,476,2.17
2017-07-30,64.600,64.600,64.600,64.600,479,0.00
2017-07-28,64.600,67.800,67.900,64.200,802,-5.56
2017-07-27,68.400,66.800,69.500,66.800,616,2.40
2017-07-26,66.800,69.600,69.900,66.700,962,-5.11
2017-07-25,70.400,72.900,73.000,70.100,601,-3.56
2017-07-24,73.000,71.300,73.000,71.000,358,2.53
2017-07-23,71.200,71.200,71.200,71.200,320,0.00
2017-07-21,71.200,70.800,71.300,70.300,159,-0.14
2017-07-20,71.300,71.400,71.700,70.800,162,0.42
