Date,Now,Open,High,Low,Volueme,Rate
2017-07-19,71.000,71.200,71.200,70.000,200,0.28
2017-07-18,70.800,70.700,71.800,70.600,202,-0.56
2017-07-17,71.200,71.800,71.900,70.200,280,0.14
2017-07-16,71.100,71.100,71.100,71.100,142,0.00
2017-07-14,71.100,71.400,72.200,70.700,293,0.71
2017-07-13,70.600,69.500,71.900,69.200,542,2.47
2017-07-12,68.900,68.700,69.500,68.400,340,-0.14
2017-07-11,69.000,67.400,69.000,66.900,317,2.53
2017-07-10,67.300,67.000,67.500,65.700,265,1.05
2017-07-09,66.600,66.600,66.600,66.600,014,0.00
2017-07-07,66.600,67.600,68.400,66.100,322,-2.20
2017-07-06,68.100,69.000,69.400,67.500,404,0.15
2017-07-05,68.000,65.600,68.200,65.300,440,3.34
2017-07-04,65.800,65.900,67.100,65.300,288,-0.75
2017-07-03,66.300,66.500,66.900,65.500,375,-1.63
2017-06-30,67.400,67.400,67.800,67.000,317,-1.61
2017-06-29,68.500,67.900,68.800,67.100,364,1.93
2017-06-28,67.200,68.100,69.200,66.800,549,-2.89
2017-06-27,69.200,68.200,69.600,67.000,493,2.52
2017-06-26,67.500,65.000,67.500,65.000,350,3.85
2017-06-25,65.000,65.000,65.000,65.000,109,0.00
2017-06-23,65.000,64.500,65.400,63.500,310,0.00
2017-06-22,65.000,66.500,66.500,64.500,489,0.31
2017-06-21,64.800,63.300,66.300,62.900,563,1.25
2017-06-20,64.000,64.700,65.400,63.700,649,1.91
2017-06-19,62.800,61.300,63.200,61.300,530,3.80
2017-06-18,60.500,60.500,60.500,60.500,129,0.00
2017-06-16,60.500,61.100,61.600,59.900,392,-0.17
2017-06-15,60.600,59.300,61.000,59.300,449,2.19
2017-06-14,59.300,59.200,60.000,58.800,430,0.85
2017-06-13,58.800,57.700,58.900,56.900,341,2.26
2017-06-12,57.500,57.200,57.900,56.800,264,-1.37
2017-06-11,58.300,58.300,58.300,58.300,324,0.00
2017-06-09,58.300,56.700,58.400,56.500,479,2.82
2017-06-08,56.700,56.500,57.000,56.200,394,0.35
2017-06-07,56.500,55.900,56.900,55.400,300,0.71
2017-06-06,56.100,56.100,56.100,56.100,143,0.00
2017-06-05,56.100,57.200,57.200,55.900,249,-1.75
2017-06-04,57.100,57.100,57.100,57.100,058,0.00
2017-06-02,57.100,56.900,57.500,56.400,246,1.24
2017-06-01,56.400,56.700,56.900,56.100,200,-1.05
2017-05-31,57.000,57.400,57.900,56.500,326,-0.70
2017-05-30,57.400,58.200,58.400,56.600,234,-0.86
2017-05-29,57.900,57.700,58.800,57.100,329,1.40
2017-05-26,57.100,56.000,57.100,56.000,312,2.33
2017-05-25,55.800,56.400,56.400,55.400,199,0.00
2017-05-24,55.800,55.700,56.500,55.600,232,1.27
2017-05-23,55.100,56.400,56.500,55.000,240,-1.61
2017-05-22,56.000,54.900,56.000,54.800,254,3.32
2017-05-21,54.200,54.200,54.200,54.200,005,0.00
2017-05-19,54.200,55.100,55.600,54.200,280,-2.69
2017-05-18,55.700,53.600,55.700,53.400,348,1.83
2017-05-17,54.700,55.400,55.700,54.400,248,-1.08
2017-05-16,55.300,56.200,56.800,55.200,254,-0.54
2017-05-15,55.600,55.300,56.100,55.300,154,0.54
2017-05-14,55.300,55.300,55.300,55.300,009,0.00
2017-05-12,55.300,56.400,56.400,55.100,227,-1.95
2017-05-11,56.400,56.000,56.400,54.800,338,1.44
2017-05-10,55.600,57.400,58.100,55.200,476,-2.28
2017-05-09,56.900,56.900,56.900,56.900,574,0.00
2017-05-08,56.900,56.000,57.000,55.700,380,1.79
2017-05-07,55.900,55.900,55.900,55.900,029,0.00
2017-05-04,55.900,55.900,55.900,55.000,277,0.90
2017-05-03,55.400,55.400,55.400,55.400,009,0.00
2017-05-02,55.400,55.300,55.900,54.800,434,2.59
2017-05-01,54.000,54.000,54.000,54.000,007,0.00
2017-04-28,54.000,53.600,54.700,53.400,356,0.75
2017-04-27,53.600,53.800,53.900,52.700,274,-0.19
2017-04-26,53.700,53.100,54.200,53.000,559,2.48
2017-04-25,52.400,52.800,52.800,51.300,531,0.00
2017-04-24,52.400,52.700,53.200,52.100,315,0.77
2017-04-23,52.000,52.000,52.000,52.000,253,0.00
2017-04-21,52.000,51.800,52.500,51.300,381,1.17
2017-04-20,51.400,49.750,51.700,49.700,342,3.11
2017-04-19,49.850,50.300,50.400,49.850,156,-0.70
2017-04-18,50.200,49.600,50.400,49.300,189,2.03
2017-04-17,49.200,50.200,50.300,49.100,200,-1.20
2017-04-16,49.800,49.800,49.800,49.800,032,0.00
2017-04-14,49.800,49.750,50.700,49.450,284,0.10
2017-04-13,49.750,49.100,50.200,48.650,236,1.53
2017-04-12,49.000,48.800,49.200,48.550,168,0.31
2017-04-11,48.850,48.550,49.350,48.400,238,-0.31
2017-04-10,49.000,49.700,49.750,48.950,175,-1.61
2017-04-09,49.800,49.800,49.800,49.800,116,0.00
2017-04-07,49.800,49.450,49.800,48.700,264,0.81
2017-04-06,49.400,50.300,50.500,49.100,299,-1.79
2017-04-05,50.300,50.600,51.000,49.950,274,-1.37
2017-04-04,51.000,52.100,52.200,50.800,219,-1.54
2017-04-03,51.800,50.800,51.900,50.700,235,2.57
2017-04-02,50.500,50.500,50.500,50.500,017,0.00
2017-03-31,50.500,50.800,50.800,49.900,265,-0.79
2017-03-30,50.900,51.100,51.500,50.200,220,-0.78
2017-03-29,51.300,51.000,52.200,50.800,410,0.98
2017-03-28,50.800,51.200,51.300,50.000,286,0.20
2017-03-27,50.700,50.000,51.100,49.950,560,2.42
2017-03-26,49.500,49.500,49.500,49.500,596,0.00
2017-03-24,49.500,50.000,50.200,49.300,516,2.17
2017-03-23,48.450,48.950,49.300,48.150,247,-0.41
2017-03-22,48.650,47.000,48.800,47.000,415,2.31
2017-03-21,47.550,47.900,48.250,47.000,371,-0.11
2017-03-20,47.600,46.950,47.650,46.550,392,1.82
2017-03-19,46.750,46.750,46.750,46.750,280,0.00
2017-03-17,46.750,48.400,48.400,46.600,795,-4.88
2017-03-16,49.150,49.350,49.650,48.500,343,0.72
2017-03-15,48.800,49.350,49.500,48.550,468,-2.98
2017-03-14,50.300,51.800,51.900,50.300,402,-1.37
2017-03-13,51.000,49.550,51.100,49.300,494,3.66
2017-03-12,49.200,49.200,49.200,49.200,009,0.00
2017-03-10,49.200,48.100,49.550,47.500,382,2.50
2017-03-09,48.000,48.200,48.850,48.000,287,0.00
2017-03-08,48.000,48.800,49.300,47.900,365,-1.64
2017-03-07,48.800,49.100,49.300,48.050,343,-1.11
2017-03-06,49.350,47.600,49.400,47.550,497,4.78
2017-03-05,47.100,47.100,47.100,47.100,100,0.00
2017-03-03,47.100,47.650,48.250,46.700,393,-1.26
2017-03-02,47.700,46.850,47.850,46.800,686,2.14
2017-03-01,46.700,46.700,46.700,46.700,001,0.00
2017-02-28,46.700,46.600,47.600,46.200,543,1.52
2017-02-27,46.000,46.850,47.000,45.650,759,-3.16
2017-02-26,47.500,47.500,47.500,47.500,434,0.00
2017-02-24,47.500,49.850,50.000,47.400,765,-5.38
2017-02-23,50.200,50.000,50.400,49.050,335,-0.79
2017-02-22,50.600,51.600,51.700,50.600,267,-0.59
2017-02-21,50.900,49.950,51.000,49.350,218,2.00
2017-02-20,49.900,50.900,51.000,49.600,226,-0.99
2017-02-19,50.400,50.400,50.400,50.400,076,0.00
2017-02-17,50.400,50.400,51.100,50.200,489,1.61
2017-02-16,49.600,48.350,49.600,48.200,482,3.55
2017-02-15,47.900,48.300,48.700,47.550,859,-1.14
2017-02-14,48.450,51.100,51.600,48.100,857,-4.44
2017-02-13,50.700,49.550,51.000,49.500,408,1.40
2017-02-12,50.000,50.000,50.000,50.000,227,0.00
2017-02-10,50.000,52.000,52.200,50.000,891,-5.12
2017-02-09,52.700,53.100,53.700,52.500,654,-3.48
2017-02-08,54.600,53.700,54.600,52.400,348,2.44
2017-02-07,53.300,53.800,54.500,53.100,240,-0.74
2017-02-06,53.700,54.200,54.400,53.300,189,0.00
2017-02-05,53.700,53.700,53.700,53.700,178,0.00
2017-02-03,53.700,52.500,53.700,51.800,354,1.70
2017-02-02,52.800,53.500,54.000,52.700,348,-2.22
2017-02-01,54.000,54.300,54.900,53.700,279,0.56
2017-01-31,53.700,53.300,54.500,52.700,411,0.75
2017-01-30,53.300,53.300,53.300,53.300,916,0.00
2017-01-26,53.300,52.500,53.500,52.400,451,3.09
2017-01-25,51.700,52.200,52.500,51.600,271,0.19
2017-01-24,51.600,51.300,52.000,51.100,344,1.57
2017-01-23,50.800,49.950,51.000,49.900,413,3.36
2017-01-22,49.150,49.150,49.150,49.150,001,0.00
2017-01-20,49.150,49.700,50.100,49.150,194,-0.91
2017-01-19,49.600,49.550,50.100,49.100,231,1.54
2017-01-18,48.850,48.950,49.400,48.300,297,-0.91
2017-01-17,49.300,49.300,50.200,49.250,230,0.00
2017-01-16,49.300,50.100,50.300,48.800,456,-1.99
2017-01-15,50.300,50.300,50.300,50.300,277,0.00
2017-01-13,50.300,49.850,50.700,49.850,421,-0.59
2017-01-12,50.600,51.600,51.600,50.400,501,-1.94
2017-01-11,51.600,50.000,51.900,50.000,431,3.72
2017-01-10,49.750,49.850,50.200,49.200,256,0.40
2017-01-09,49.550,48.500,49.750,48.200,371,3.23
2017-01-08,48.000,48.000,48.000,48.000,015,0.00
2017-01-06,48.000,47.700,48.450,47.600,308,2.24
2017-01-05,46.950,47.000,47.500,46.850,237,0.97
2017-01-04,46.500,47.000,47.150,46.200,263,-1.59
2017-01-03,47.250,46.200,47.300,46.200,265,3.17
2017-01-02,45.800,44.750,46.000,44.600,154,2.46
2017-01-01,44.700,44.700,44.700,44.700,022,0.00
2016-12-29,44.700,45.150,45.200,44.600,181,-1.43
2016-12-28,45.350,45.350,45.750,45.100,129,-0.66
2016-12-27,45.650,45.550,45.950,45.400,117,0.00
2016-12-26,45.650,46.200,46.600,45.250,160,-1.40
2016-12-25,46.300,46.300,46.300,46.300,001,0.00
2016-12-23,46.300,46.200,46.400,45.950,250,1.76
2016-12-22,45.500,46.000,46.650,45.150,402,1.11
2016-12-21,45.000,45.500,45.750,45.000,166,-0.33
2016-12-20,45.150,45.400,45.550,44.950,110,0.00
2016-12-19,45.150,46.250,46.300,45.050,199,-2.69
2016-12-18,46.400,46.400,46.400,46.400,273,0.00
2016-12-16,46.400,45.800,46.450,45.700,210,1.75
2016-12-15,45.600,45.850,46.050,45.000,182,-0.55
2016-12-14,45.850,45.350,46.100,45.350,201,2.00
2016-12-13,44.950,44.700,45.700,44.700,181,-0.77
2016-12-12,45.300,45.750,45.850,44.850,144,-0.44
2016-12-09,45.500,46.450,46.750,45.450,300,-1.62
2016-12-08,46.250,46.200,46.650,46.100,331,2.21
2016-12-07,45.250,45.750,45.800,45.200,198,0.11
2016-12-06,45.200,44.700,45.500,44.600,309,1.80
2016-12-05,44.400,44.050,44.600,43.800,170,0.00
2016-12-04,44.400,44.400,44.400,44.400,040,0.00
2016-12-02,44.400,43.350,44.500,43.300,400,0.45
2016-12-01,44.200,43.000,44.400,43.000,344,3.03
2016-11-30,42.900,42.900,43.800,42.650,424,1.18
2016-11-29,42.400,42.400,43.100,41.800,177,-0.47
2016-11-28,42.600,42.400,43.250,42.100,151,0.00
2016-11-27,42.600,42.600,42.600,42.600,000,0.00
2016-11-25,42.600,43.050,43.300,42.250,133,-0.12
2016-11-24,42.650,43.350,43.850,42.500,179,-0.93
2016-11-23,43.050,43.000,43.900,42.550,377,0.82
2016-11-22,42.700,41.250,42.800,41.200,330,4.79
2016-11-21,40.750,41.800,41.900,40.650,186,-2.98
2016-11-20,42.000,42.000,42.000,42.000,042,0.00
2016-11-18,42.000,42.300,42.400,41.700,312,0.24
2016-11-17,41.900,41.500,41.900,41.200,238,2.57
2016-11-16,40.850,40.450,41.000,40.250,210,2.90
2016-11-15,39.700,39.700,40.400,39.500,203,0.00
2016-11-14,39.700,40.000,40.450,39.700,158,-0.38
2016-11-13,39.850,39.850,39.850,39.850,052,0.00
2016-11-11,39.850,40.000,40.450,39.550,294,-2.80
2016-11-10,41.000,41.000,41.050,40.500,252,3.40
2016-11-09,39.650,41.650,41.750,38.700,576,-4.46
2016-11-08,41.500,42.100,42.150,41.250,188,0.00
2016-11-07,41.500,41.800,42.050,41.200,203,0.73
2016-11-06,41.200,41.200,41.200,41.200,060,0.00
2016-11-04,41.200,41.150,41.400,40.850,194,0.12
2016-11-03,41.150,40.900,41.700,40.700,254,0.37
2016-11-02,41.000,41.250,41.400,40.450,282,-2.38
2016-11-01,42.000,41.700,42.350,41.600,266,2.44
2016-10-31,41.000,42.500,42.900,41.000,326,-3.42
2016-10-30,42.450,42.450,42.450,42.450,332,0.00
2016-10-28,42.450,42.700,42.950,42.100,199,-1.28
2016-10-27,43.000,42.900,43.600,42.600,463,0.23
2016-10-26,42.900,41.300,42.900,41.300,587,4.51
2016-10-25,41.050,40.350,41.650,40.200,414,2.24
2016-10-24,40.150,41.000,41.150,39.850,220,-1.95
2016-10-23,40.950,40.950,40.950,40.950,007,0.00
2016-10-21,40.950,39.500,41.000,39.500,229,2.25
2016-10-20,40.050,40.250,40.300,38.850,509,0.00
2016-10-19,40.050,41.150,41.450,39.850,500,-3.84
2016-10-18,41.650,42.200,42.300,41.300,236,-1.54
2016-10-17,42.300,41.750,42.300,41.400,221,1.81
2016-10-16,41.550,41.550,41.550,41.550,060,0.00
2016-10-14,41.550,41.300,41.900,41.200,267,1.47
2016-10-13,40.950,41.450,41.700,40.950,296,-0.73
2016-10-12,41.250,41.000,41.900,41.000,296,-0.12
2016-10-11,41.300,41.300,42.000,41.100,281,0.00
2016-10-10,41.300,42.200,42.500,41.200,291,-2.13
2016-10-09,42.200,42.200,42.200,42.200,054,0.00
2016-10-07,42.200,42.700,42.700,41.900,244,-0.82
2016-10-06,42.550,43.100,43.150,42.400,279,-0.12
2016-10-05,42.600,42.150,42.950,41.200,435,1.91
2016-10-04,41.800,41.500,41.800,41.000,356,3.98
2016-10-03,40.200,40.200,40.200,40.200,001,0.00
2016-09-30,40.200,39.750,40.950,39.600,325,0.00
2016-09-29,40.200,40.600,40.750,40.150,379,-2.43
2016-09-28,41.200,41.300,42.000,40.950,405,0.12
2016-09-27,41.150,39.400,41.150,39.150,383,4.18
2016-09-26,39.500,39.350,39.500,38.800,151,0.38
2016-09-25,39.350,39.350,39.350,39.350,006,0.00
2016-09-23,39.350,39.550,39.650,39.050,194,-0.13
2016-09-22,39.400,39.800,39.800,39.150,306,0.64
2016-09-21,39.150,39.000,39.150,38.650,173,-0.25
2016-09-20,39.250,39.200,39.450,38.750,259,0.13
2016-09-19,39.200,38.700,39.450,38.250,511,3.70
2016-09-18,37.800,37.800,37.800,37.800,179,0.00
2016-09-13,37.800,37.600,38.300,37.500,382,2.16
2016-09-12,37.000,37.500,38.300,37.000,476,-5.01
2016-09-11,38.950,38.950,38.950,38.950,004,0.00
2016-09-09,38.950,38.550,39.000,38.350,240,0.65
2016-09-08,38.700,37.900,38.700,37.900,362,2.11
2016-09-07,37.900,38.200,38.800,37.900,378,-0.26
2016-09-06,38.000,37.750,38.000,37.350,211,1.33
2016-09-05,37.500,36.900,37.500,36.850,233,2.32
2016-09-02,36.650,36.100,36.700,35.950,183,1.52
2016-09-01,36.100,36.400,36.400,35.700,171,-0.96
2016-08-31,36.450,36.400,36.450,35.750,273,0.41
2016-08-30,36.300,36.800,36.950,35.550,276,0.14
2016-08-29,36.250,35.350,36.400,35.300,278,0.00
2016-08-28,36.250,36.250,36.250,36.250,151,0.00
2016-08-26,36.250,35.850,36.350,35.750,263,1.54
2016-08-25,35.700,35.100,35.750,34.900,157,-0.14
2016-08-24,35.750,35.900,35.950,35.300,160,0.42
2016-08-23,35.600,36.250,36.300,35.550,234,-1.11
2016-08-22,36.000,35.500,36.050,35.250,389,1.69
2016-08-21,35.400,35.400,35.400,35.400,041,0.00
2016-08-19,35.400,34.400,35.400,34.200,465,3.66
2016-08-18,34.150,33.550,34.250,33.550,185,1.79
2016-08-17,33.550,33.750,33.900,32.900,208,-0.45
2016-08-16,33.700,34.950,34.950,33.700,288,-1.89
2016-08-12,34.350,34.450,35.100,34.200,226,-1.29
2016-08-11,34.800,33.700,34.800,33.450,298,2.96
2016-08-10,33.800,34.900,35.000,33.650,311,-3.57
2016-08-09,35.050,34.850,35.200,34.450,208,0.29
2016-08-08,34.950,35.150,35.250,34.400,215,0.43
2016-08-05,34.800,34.300,34.900,33.950,278,3.42
2016-08-04,33.650,33.950,34.200,33.350,147,0.30
2016-08-03,33.550,33.300,34.400,33.000,269,-0.59
2016-08-02,33.750,34.600,34.700,33.650,211,-3.16
2016-08-01,34.850,34.700,35.300,34.600,327,1.31
2016-07-31,34.400,34.400,34.400,34.400,012,0.00
2016-07-29,34.400,33.550,34.400,33.450,455,2.53
2016-07-28,33.550,33.150,33.550,33.000,323,0.30
2016-07-27,33.450,32.600,33.450,32.550,474,4.37
2016-07-26,32.050,32.400,32.400,31.100,502,-1.38
2016-07-25,32.500,32.300,32.650,32.150,214,1.56
2016-07-24,32.000,32.000,32.000,32.000,019,0.00
2016-07-22,32.000,32.150,32.150,31.200,244,-0.47
2016-07-21,32.150,32.400,32.800,32.100,187,0.16
2016-07-20,32.100,32.300,32.400,31.850,177,-1.08
2016-07-19,32.450,32.900,33.000,31.950,234,-0.92
2016-07-18,32.750,32.900,33.100,32.500,151,0.15
2016-07-17,32.700,32.700,32.700,32.700,057,0.00
2016-07-15,32.700,33.300,33.500,32.650,257,-1.06
2016-07-14,33.050,32.500,33.300,32.450,303,1.23
2016-07-13,32.650,32.700,32.950,32.450,369,2.03
2016-07-12,32.000,32.250,32.300,31.550,251,0.00
2016-07-11,32.000,31.750,32.300,31.650,389,3.06
2016-07-10,31.050,31.050,31.050,31.050,124,0.00
2016-07-08,31.050,30.700,31.250,30.550,185,1.31
2016-07-07,30.650,30.750,31.350,30.600,270,0.16
2016-07-06,30.600,31.100,31.350,30.300,629,-3.92
2016-07-05,31.850,32.650,32.650,31.850,257,-2.75
2016-07-04,32.750,32.250,32.900,32.050,317,1.87
2016-07-03,32.150,32.150,32.150,32.150,181,0.00
2016-07-01,32.150,31.800,32.700,31.600,528,-0.77
2016-06-30,32.400,32.000,32.550,31.700,456,1.89
2016-06-29,31.800,31.800,32.200,31.700,380,2.09
2016-06-28,31.150,31.150,31.600,30.650,502,-2.81
2016-06-27,32.050,31.350,32.050,31.050,613,0.79
2016-06-26,31.800,31.800,31.800,31.800,139,0.00
2016-06-24,31.800,32.800,33.100,30.450,1673,0.16
2016-06-23,31.750,30.900,31.800,30.850,703,2.58
2016-06-22,30.950,30.200,30.950,30.000,504,3.86
2016-06-21,29.800,30.050,30.150,29.550,237,-0.83
2016-06-20,30.050,29.800,30.050,29.050,449,3.62
2016-06-19,29.000,29.000,29.000,29.000,002,0.00
2016-06-17,29.000,30.000,30.000,28.750,289,-2.19
2016-06-16,29.650,30.250,30.400,29.350,368,-1.00
2016-06-15,29.950,29.350,30.150,29.300,573,3.10
2016-06-14,29.050,28.150,29.300,28.150,347,2.47
2016-06-13,28.350,28.650,28.700,28.000,259,-2.24
2016-06-12,29.000,29.000,29.000,29.000,019,0.00
2016-06-10,29.000,29.150,29.200,28.700,232,0.00
2016-06-09,29.000,28.700,29.400,28.650,533,1.58
2016-06-08,28.550,29.050,29.300,28.450,369,-0.35
2016-06-07,28.650,27.700,28.750,27.650,423,3.80
2016-06-06,27.600,27.600,27.600,27.600,016,0.00
2016-06-03,27.600,28.150,28.450,27.400,363,-1.60
2016-06-02,28.050,28.600,29.050,28.000,344,-1.58
2016-06-01,28.500,28.850,29.000,28.400,361,-0.70
2016-05-31,28.700,28.650,29.000,28.200,532,-1.03
2016-05-30,29.000,28.850,29.400,28.650,548,1.22
2016-05-29,28.650,28.650,28.650,28.650,005,0.00
2016-05-27,28.650,27.200,28.750,27.150,757,6.11
2016-05-26,27.000,27.150,27.200,26.850,193,-0.18
2016-05-25,27.050,27.450,27.450,26.950,224,0.74
2016-05-24,26.850,27.350,27.350,26.700,242,-1.29
2016-05-23,27.200,26.800,27.450,26.650,452,3.42
2016-05-20,26.300,26.600,26.650,26.250,224,-1.13
2016-05-19,26.600,26.750,26.900,26.400,435,1.53
2016-05-18,26.200,25.800,26.400,25.650,246,1.16
2016-05-17,25.900,26.250,26.300,25.900,154,-0.77
2016-05-16,26.100,26.100,26.300,25.900,133,0.00
2016-05-15,26.100,26.100,26.100,26.100,020,0.00
2016-05-13,26.100,26.100,26.250,25.900,184,0.00
2016-05-12,26.100,26.050,26.250,25.850,175,-0.38
2016-05-11,26.200,26.500,26.550,26.100,172,-0.76
2016-05-10,26.400,25.750,26.400,25.750,255,2.52
2016-05-09,25.750,26.150,26.550,25.700,517,-3.38
2016-05-08,26.650,26.650,26.650,26.650,712,0.00
2016-05-04,26.650,27.450,27.500,26.500,431,-3.62
2016-05-03,27.650,27.950,28.100,27.650,137,-0.72
2016-05-02,27.850,27.950,28.300,27.750,130,-1.07
2016-05-01,28.150,28.150,28.150,28.150,037,0.00
2016-04-29,28.150,27.700,28.250,27.500,287,0.90
2016-04-28,27.900,29.100,29.150,27.850,660,-4.29
2016-04-27,29.150,29.300,29.750,29.000,620,0.00
2016-04-26,29.150,27.550,29.200,27.550,766,6.00
2016-04-25,27.500,27.650,27.800,27.350,150,0.00
2016-04-24,27.500,27.500,27.500,27.500,044,0.00
2016-04-22,27.500,27.450,27.800,27.350,155,-0.18
2016-04-21,27.550,27.700,27.950,27.500,299,0.00
2016-04-20,27.550,27.500,28.000,27.500,320,0.36
2016-04-19,27.450,27.500,27.550,27.350,173,0.92
2016-04-18,27.200,28.000,28.150,27.200,373,-1.63
2016-04-17,27.650,27.650,27.650,27.650,1506,0.00
2016-04-15,27.650,27.450,27.800,27.350,277,1.47
2016-04-14,27.250,27.600,27.850,27.250,474,0.37
2016-04-13,27.150,27.150,27.150,27.150,046,0.00
2016-04-12,27.150,27.200,27.550,27.100,184,0.00
2016-04-11,27.150,27.600,27.700,27.150,241,-2.34
2016-04-08,27.800,26.950,27.800,26.900,371,3.35
2016-04-07,26.900,27.450,27.450,26.750,455,-2.18
2016-04-06,27.500,27.550,27.850,27.450,238,-1.26
2016-04-05,27.850,27.900,28.100,27.600,202,-0.18
2016-04-04,27.900,28.100,28.150,27.800,273,-1.06
2016-04-03,28.200,28.200,28.200,28.200,003,0.00
2016-04-01,28.200,28.450,28.500,28.050,289,0.18
2016-03-31,28.150,28.700,28.850,28.000,421,-1.75
2016-03-30,28.650,29.150,29.500,28.650,338,-0.87
2016-03-29,28.900,28.850,29.150,28.700,233,1.23
2016-03-28,28.550,29.000,29.050,28.150,279,-2.06
2016-03-27,29.150,29.150,29.150,29.150,222,0.00
2016-03-25,29.150,29.450,29.500,28.900,197,-1.02
2016-03-24,29.450,29.850,29.900,29.350,358,-2.64
2016-03-23,30.250,30.100,30.450,29.850,186,0.17
2016-03-22,30.200,29.700,30.200,29.550,254,2.20
2016-03-21,29.550,29.800,29.850,29.300,178,0.34
2016-03-20,29.450,29.450,29.450,29.450,248,0.00
2016-03-18,29.450,29.500,29.900,29.250,286,0.68
2016-03-17,29.250,29.350,29.750,29.100,275,0.17
2016-03-16,29.200,29.900,29.950,29.050,288,-2.34
2016-03-15,29.900,30.350,30.550,29.750,207,-1.48
2016-03-14,30.350,31.100,31.100,30.250,204,-1.14
2016-03-11,30.700,29.900,30.850,29.900,211,1.32
2016-03-10,30.300,30.550,30.650,30.150,272,-0.82
2016-03-09,30.550,29.900,30.550,29.650,344,0.16
2016-03-08,30.500,31.200,31.500,30.300,460,-4.39
2016-03-07,31.900,32.150,32.250,31.500,345,0.00
2016-03-06,31.900,31.900,31.900,31.900,000,0.00
2016-03-04,31.900,31.800,32.100,31.550,191,-0.16
2016-03-03,31.950,31.550,32.000,31.100,380,3.23
2016-03-02,30.950,31.050,31.300,30.650,354,3.17
2016-03-01,30.000,30.000,30.000,30.000,004,0.00
2016-02-29,30.000,30.800,30.900,29.600,281,-2.60
2016-02-28,30.800,30.800,30.800,30.800,186,0.00
2016-02-26,30.800,31.000,31.100,30.450,127,0.00
2016-02-25,30.800,31.400,31.500,30.650,252,-0.32
2016-02-24,30.900,31.050,31.250,30.600,347,1.64
2016-02-23,30.400,30.100,30.600,30.000,212,1.67
2016-02-22,29.900,29.400,30.000,29.400,136,1.01
2016-02-21,29.600,29.600,29.600,29.600,078,0.00
2016-02-19,29.600,29.950,30.050,29.250,233,-1.99
2016-02-18,30.200,30.550,30.850,29.800,296,0.50
2016-02-17,30.050,29.250,30.300,29.150,610,3.98
2016-02-16,28.900,27.850,29.000,27.800,384,4.33
2016-02-15,27.700,27.750,28.200,27.500,215,1.28
2016-02-14,27.350,27.350,27.350,27.350,046,0.00
2016-02-12,27.350,26.850,27.750,26.850,234,0.74
2016-02-11,27.150,27.000,27.400,26.950,245,-3.38
2016-02-10,28.100,28.100,28.100,28.100,082,0.00
2016-02-05,28.100,28.100,28.350,27.900,148,0.00
2016-02-04,28.100,27.700,28.150,27.600,245,2.37
2016-02-03,27.450,27.600,27.850,27.200,270,-3.51
2016-02-02,28.450,28.450,28.800,28.150,285,0.18
2016-02-01,28.400,28.100,28.650,27.700,476,4.03
2016-01-31,27.300,27.300,27.300,27.300,012,0.00
2016-01-29,27.300,27.250,27.350,26.950,281,-1.27
2016-01-28,27.650,27.450,27.750,26.850,287,0.00
2016-01-27,27.650,28.100,28.350,27.250,320,-0.72
2016-01-26,27.850,28.000,29.100,27.750,534,-0.54
2016-01-25,28.000,27.550,28.200,27.300,297,3.13
2016-01-22,27.150,27.200,27.600,27.000,234,2.07
2016-01-21,26.600,26.600,27.250,26.600,277,-0.75
2016-01-20,26.800,28.050,28.100,26.750,394,-5.30
2016-01-19,28.300,26.700,28.300,26.700,427,5.99
2016-01-18,26.700,25.900,27.000,25.800,363,-0.37
2016-01-17,26.800,26.800,26.800,26.800,253,0.00
2016-01-15,26.800,27.950,28.300,26.800,539,-3.94
2016-01-14,27.900,27.300,27.900,27.200,364,-0.71
