#Open,High,Low,Close,Adj Close,Volume
17050,17100,16450,263879,17050
16800,17250,16750,162252,16850
17000,17050,16450,272624,16450
16550,16650,16100,196325,16250
16150,16700,16150,228447,16700
17100,17100,16800,175546,16900
16950,17600,16900,292311,17550
17600,17600,17250,250819,17250
17300,17950,17100,435965,17300
17550,17550,16650,400441,16800
16550,16900,16550,138432,16800
16900,16900,16300,174297,16350
16200,16450,16050,249896,16300
16350,16400,15500,304658,15550
15550,15650,14600,287965,15400
15600,15600,15200,132197,15350
15300,15800,14900,229967,15500
15450,15900,15300,174901,15300
15550,15850,15500,166154,15600
15700,15800,15350,113372,15450
15100,15100,14550,285034,14550
14250,14500,13400,580765,13850
13450,13600,13150,427642,13200
13250,13650,13000,341572,13650
13950,14200,13800,261810,14050
14300,14300,13600,191581,13700
13650,14450,13650,281439,14300
14200,14700,14100,216768,14300
14250,14550,14000,133883,14250
14050,14150,13900,100534,14050
14400,14750,14300,248097,14700
14700,14900,14600,169971,14900
14950,15150,14900,238328,15000
15000,15650,15000,360560,15400
15450,15800,15300,220378,15600
15700,15700,15200,168524,15200
15300,15500,15200,188888,15350
15250,15650,15250,157938,15400
15500,16200,15500,603391,16150
16250,16500,15950,346297,16200
16150,16350,15700,351601,15700
15700,15950,15350,301214,15350
15300,15450,15000,383777,15100
14850,15000,14800,149877,14900
15100,15350,15100,206094,15150
15200,15500,15200,185067,15300
15250,15350,15050,188454,15250
15300,15350,14700,257165,14750
14550,15000,14500,127891,14700
14850,14900,14650,143283,14750
14750,14950,14700,105337,14800
14700,14750,14100,263235,14100
14300,14350,14050,132268,14100
14450,14950,14350,254793,14950
15100,15100,14600,161018,14650
14600,14950,14500,132635,14750
14950,15300,14850,284051,15300
15450,15600,15150,296240,15450
15850,16200,15700,525141,16100
16200,17000,15950,765120,16800
16700,17300,16600,565297,17300
17350,17800,17200,529668,17600
17400,17650,17050,351763,17050
16950,17400,16950,297627,17300
17700,18250,17500,530047,18150
18050,18500,17600,459132,17650
17500,17500,17000,330718,17300
17050,17250,16250,446351,17050
17400,17400,16700,208573,16900
16850,17300,16700,198445,16700
16700,17250,16700,387449,17200
17250,17750,17250,337410,17400
17500,17650,17250,225037,17300
17200,17700,16850,286888,16900
16900,17450,16500,272003,17150
16950,17250,16600,208247,16600
16650,16850,15650,587542,16100
15950,16100,15400,386846,15500
15800,15850,14900,401255,15100
15250,15600,15200,277114,15450
15500,15550,14800,344519,14900
14900,14900,14600,287608,14900
14500,14950,14400,231733,14650
14550,14750,14300,230033,14300
13950,14050,13650,396306,13950
13950,14000,13200,455345,13600
13550,13750,12950,430176,13050
13050,13500,12800,278832,13200
13100,13650,13000,297489,13050
13200,13400,12850,373862,12900
12850,13200,12500,470552,12650
13000,13750,13000,788048,13250
13250,13550,13050,352649,13500
13500,13750,13350,283666,13650
13750,13750,13350,244564,13500
13100,13250,13050,257564,13250
13000,13700,12950,262518,13650
13650,13700,13150,201320,13200
13200,13250,12500,332072,12600
12500,12600,11850,483536,11900
11250,11550,10800,877269,10900
10850,11150,10800,361605,11100
11200,11550,11150,280799,11500
11800,11850,11100,299095,11200
11100,11300,10600,301117,10600
10700,10900,10300,318323,10500
10550,10750,10350,258846,10700
10700,10800,10550,157837,10550
10600,11100,10550,395247,11100
11000,11000,10650,242650,10700
10900,11300,10850,374450,11100
11150,11200,10900,208129,11150
11150,11150,10800,242895,10800
10800,10800,10600,233895,10600
10600,10850,10600,211814,10850
10900,11700,10750,803026,11200
11300,11550,11150,337137,11200
11300,12150,11200,751109,11750
11900,12600,11850,971828,12500
12400,12650,12000,632165,12250
12150,12300,11600,860375,11900
11750,12350,11650,627820,12350
12350,12450,12000,321141,12000
12200,12950,12150,979786,12950
13000,13000,12500,645327,12600
12900,13000,12200,769497,12250
12200,12400,12100,214561,12400
12500,12850,12500,432377,12600
12500,12600,12350,224574,12400
12300,12700,12250,257962,12500
12700,13250,12450,901906,13000
13050,13200,12700,635719,12900
13000,13000,12400,531339,12550
12600,12600,12250,315472,12450
12350,12550,12100,361433,12100
12100,12300,12000,248546,12050
12100,12750,12000,662700,12650
12700,12700,12250,401274,12400
12200,12250,11900,430667,11950
11950,12250,11900,248906,11950
12150,12150,11550,296314,11550
11550,11750,11500,186751,11700
11800,11900,11600,197210,11650
11650,11700,11400,215021,11450
11500,11600,11400,198063,11500
11500,11750,11500,189005,11550
11600,11950,11500,255139,11550
11750,11850,11450,193426,11600
11600,11750,11550,154198,11550
11550,11750,11500,206834,11550
11650,11650,11200,287534,11300
11200,11400,10800,410979,10950
11000,11400,10850,370967,11350
11500,11500,11050,262373,11050
10900,11050,10850,180898,10900
11100,11300,10950,217827,10950
11150,11300,11000,195217,11200
11100,11150,10950,219040,11000
11000,11250,10950,239632,11200
11350,12400,11300,1262532,12100
12250,12350,12000,607842,12250
12200,12550,12150,461018,12500
12500,12550,12250,284968,12450
12350,12450,12150,367235,12250
12350,12850,12300,879022,12800
12600,12650,12200,658708,12250
