Date,Open,High,Low,Close,Adj Close,Volume
2011-11-01,26750.000000,27400.000000,26300.000000,26550.000000,24633.208984,452741
2011-11-02,25200.000000,26000.000000,24700.000000,26000.000000,24122.916016,565779
2011-11-03,26300.000000,26400.000000,25000.000000,25000.000000,23195.109375,364828
2011-11-04,26250.000000,27400.000000,26100.000000,26900.000000,24957.937500,580325
2011-11-07,26800.000000,27750.000000,26450.000000,27700.000000,25700.183594,541130
2011-11-08,28200.000000,28350.000000,27300.000000,27500.000000,25514.623047,410757
2011-11-09,28250.000000,28850.000000,27750.000000,27800.000000,25792.962891,531329
2011-11-10,26900.000000,26900.000000,25750.000000,26250.000000,24354.867188,709704
2011-11-11,26900.000000,27450.000000,26450.000000,27450.000000,25468.232422,357229
2011-11-14,28000.000000,28800.000000,27800.000000,28650.000000,26581.597656,477942
2011-11-15,28600.000000,29150.000000,27850.000000,27900.000000,25885.744141,496813
2011-11-16,28400.000000,28600.000000,27150.000000,27150.000000,25189.888672,375270
2011-11-17,27500.000000,27900.000000,26650.000000,27900.000000,25885.744141,312956
2011-11-18,27000.000000,27750.000000,26650.000000,27650.000000,25653.792969,362643
2011-11-21,27800.000000,27900.000000,26900.000000,26900.000000,24957.937500,273371
2011-11-22,26000.000000,26700.000000,25000.000000,25350.000000,23519.843750,964798
2011-11-23,25400.000000,25400.000000,23200.000000,23300.000000,21617.843750,1088059
2011-11-24,23950.000000,24550.000000,23350.000000,24300.000000,22545.648438,621115
2011-11-25,23850.000000,24250.000000,22500.000000,23250.000000,21571.453125,560753
2011-11-28,23600.000000,24100.000000,23500.000000,23900.000000,22174.525391,262689
2011-11-29,24400.000000,24650.000000,23900.000000,23950.000000,22220.916016,511414
2011-11-30,23700.000000,24200.000000,22800.000000,22800.000000,21153.939453,771403
2011-12-01,24500.000000,26000.000000,24350.000000,25250.000000,23427.060547,1361115
2011-12-02,25100.000000,25950.000000,25100.000000,25500.000000,23659.011719,457893
2011-12-05,25800.000000,25850.000000,24950.000000,25500.000000,23659.011719,441164
2011-12-06,25600.000000,25750.000000,24750.000000,24950.000000,23148.720703,320908
2011-12-07,25000.000000,25300.000000,24400.000000,25200.000000,23380.671875,300095
2011-12-08,25350.000000,26100.000000,25200.000000,25950.000000,24076.525391,473693
2011-12-09,25400.000000,25700.000000,25050.000000,25100.000000,23287.890625,355000
2011-12-12,25800.000000,25800.000000,24700.000000,24750.000000,22963.160156,379255
2011-12-13,24200.000000,24350.000000,23750.000000,24150.000000,22406.478516,315869
2011-12-14,24150.000000,24400.000000,23650.000000,24050.000000,22313.697266,240796
2011-12-15,23450.000000,23500.000000,22800.000000,22950.000000,21293.111328,333292
2011-12-16,23000.000000,23450.000000,22450.000000,22650.000000,21014.771484,365385
2011-12-19,22800.000000,22800.000000,20300.000000,21000.000000,19483.892578,635924
2011-12-20,21100.000000,21500.000000,20800.000000,21300.000000,19762.234375,507713
2011-12-21,22300.000000,22450.000000,21800.000000,21800.000000,20226.136719,378686
2011-12-22,21600.000000,21900.000000,21350.000000,21700.000000,20133.355469,198869
